성취기준코드,학년군,교과,영역,성취기준,성취수준A,성취수준B,성취수준C,탐구 활동,원문쪽
[6체02-03],초등 5~6학년군,체육,스포츠,기술형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.,"기술형 스포츠를 변형한 게임 활동의 경기 방법을 명확히 파악하고, 다양한 게임 활동에서 여러 가지 기본 전략을 수행할 수 있다.","기술형 스포츠를 변형한 게임 활동의 경기 방법을 대략적으로 파악하고, 다양한 게임 활동에서 일부 기본 전략을 수행할 수 있다.","기술형 스포츠를 변형한 게임 활동의 경기 방법 중 일부를 대략적으로 파악하고, 게임 활동에서 일부 기본 전략을 부분적으로 수행할 수 있다.",,196
[6체02-04],초등 5~6학년군,체육,스포츠,전략형 스포츠의 의미와 유형을 파악한다.,"전략형 스포츠의 의미와 유형을 명확하게 알고, 영역형·필드형·네트형 스포츠 각각의 특성을 예를 들어 구체적으로 설명할 수 있다.","전략형 스포츠의 의미와 유형을 대략적으로 알고, 영역형·필드형·네트형 스포츠 각각의 특성을 설명할 수 있다.","전략형 스포츠의 의미를 대략적으로 알고, 영역형·필드형·네트형 스포츠의 종류를 구별할 수 있다.",,197
[6체02-05],초등 5~6학년군,체육,스포츠,전략형 스포츠 유형별로 기본 움직임 기술을 응용한 기본 기능을 파악하고 수행한다.,전략형 스포츠에서 기본 움직임 기술을 응용한 여러 가지 기본 기능을 다양한 게임 상황에서 효율적으로 수행할 수 있다.,전략형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 다양한 게임 상황에서 수행할 수 있다.,전략형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 게임 상황에서 부분적으로 수행할 수 있다.,,197
[6체02-06],초등 5~6학년군,체육,스포츠,전략형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.,"전략형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 명확히 파악하고, 다양한 게임 활동에서 여러 가지 기본 전략을 수행할 수 있다.","전략형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 대략적으로 파악하고, 다양한 게임 활동에서 일부 기본 전략을 수행할 수 있다.","전략형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법 중 일부를 대략적으로 파악하고, 게임 활동에서 일부 기본 전략을 부분적으로 수행할 수 있다.",,197
[6체02-07],초등 5~6학년군,체육,스포츠,생태형 스포츠의 의미와 유형을 파악한다.,"생태형 스포츠의 의미와 유형을 명확하게 알고, 생활환경형·자연환경형 스포츠 각각의 특성을 예를 들어 구체적으로 설명할 수 있다.","생태형 스포츠의 의미와 유형을 대략적으로 알고, 생활환경형·자연환경형 스포츠 각각의 특성을 설명할 수 있다.","생태형 스포츠의 의미를 대략적으로 알고, 생활환경형·자연환경형 스포츠의 종류를 구별할 수 있다.",,197
[6체02-08],초등 5~6학년군,체육,스포츠,생태형 스포츠 유형별로 기본 움직임 기술을 응용한 기본 기능을 파악하고 수행한다.,생태형 스포츠에서 기본 움직임 기술을 응용한 여러 가지 기본 기능을 다양한 활동 상황에 맞게 효과적으로 수행할 수 있다.,생태형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 다양한 활동 상황에서 수행할 수 있다.,생태형 스포츠에서 기본 움직임 기술을 응용한 일부 기본 기능을 활동 상황에서 부분적으로 수행할 수 있다.,,197
[6체02-09],초등 5~6학년군,체육,스포츠,생태형 스포츠 유형별 활동 방법을 파악하고 기본 전략을 게임 활동에서 수행한다.,"생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 명확히 파악하고, 다양한 활동 상황에서 여러 가지 기본 전략을 수행할 수 있다.","생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 대략적으로 파악하고, 다양한 활동 상황에서 일부 기본 전략을 수행할 수 있다.","생태형 스포츠를 변형한 게임이나 뉴스포츠 수준의 활동 방법을 대략적으로 파악하고, 활동 상황에서 일부 기본 전략을 부분적으로 수행할 수 있다.",,198
[6체02-10],초등 5~6학년군,체육,스포츠,스포츠 활동에 참여하며 목표를 달성하기 위한 의지를 실천하고 상대의 기술을 인정한다.,"스스로 설정한 목표를 달성하기 위한 의지를 실천하며 스포츠 활동에 참여하고, 상대의 기술을 인정하는 태도를 갖고 이를 스포츠 활동에서 적극적으로 실천할 수 있다.","목표를 달성하기 위한 의지를 실천하며 스포츠 활동에 참여하고, 상대의 기술을 인정하는 태도를 갖고 이를 스포츠 활동에서 실천할 수 있다.","목표를 달성하기 위한 의지를 일부 실천하며 스포츠 활동에 참여하고, 상대의 기술을 인정하는 태도를 갖고 이를 스포츠 활동에서 실천하기 위해 노력할 수 있다.",,198
[6체02-11],초등 5~6학년군,체육,스포츠,스포츠 활동에 참여하며 팀원과 협력하고 구성원을 배려한다.,다양한 스포츠 활동에서 최선을 다하고 팀원과 협력하며 구성원 전체를 적극적으로 배려할 수 있다.,일부 스포츠 활동에서 최선을 다하고 팀원과 협력하며 구성원을 배려할 수 있다.,일부 스포츠 활동에 열심히 참여하고 팀원과 부분적으로 협력하며 구성원을 배려하기 위해 노력할 수 있다.,,198
[6체02-12],초등 5~6학년군,체육,스포츠,스포츠 활동에 참여하며 환경을 아끼고 감사하는 태도를 실천한다.,다양한 스포츠 활동 중 환경을 아끼고 스포츠 환경에 감사하는 태도를 가지며 이를 자기 주도적으로 실천할 수 있다.,일부 스포츠 활동 중 환경을 아끼고 스포츠 환경에 감사하는 태도를 가지며 이를 실천할 수 있다.,일부 스포츠 활동 중 환경을 아끼고 스포츠 환경에 감사하는 태도를 가지며 이를 실천하기 위해 노력할 수 있다.,,198
[6체03-01],초등 5~6학년군,체육,표현,표현 활동의 의미와 유형을 파악한다.,"표현 활동의 의미와 유형을 명확하게 알고, 움직임의 방식에 따른 스포츠 표현·전통 표현·현대 표현의 유형을 예를 들어 구체적으로 설명할 수 있다.","표현 활동의 의미와 유형을 대략적으로 알고, 움직임의 방식에 따른 스포츠 표현·전통 표현·현대 표현의 유형을 설명할 수 있다.","표현 활동의 의미를 대략적으로 알고, 움직임의 방식에 따른 스포츠 표현·전통 표현·현대 표현의 유형을 구별할 수 있다.",,198
[6체03-02],초등 5~6학년군,체육,표현,스포츠 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.,"스포츠 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 명확하게 파악하고, 다양한 동작을 활용해 주제에 맞춰 아름답게 표현할 수 있다.","스포츠 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 주제에 맞춰 표현할 수 있다.","스포츠 표현에서 움직임 기술을 응용한 간단한 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 표현할 수 있다.",,199
[6체03-03],초등 5~6학년군,체육,표현,스포츠 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.,"스포츠 표현의 기본 동작을 다양하고 창의적으로 구성하여 작품을 발표하고, 작품의 아름다움을 명확하게 이해하고 느끼며 감상할 수 있다.","스포츠 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 아름다움을 대략적으로 이해하고 느끼며 감상할 수 있다.","스포츠 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고, 작품의 아름다움을 대략적으로 느끼며 감상할 수 있다.",,199
[6체03-04],초등 5~6학년군,체육,표현,전통 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.,"전통 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 명확하게 파악하고, 다양한 기본 동작을 활용해 음악에 맞춰 문화적 특색이 드러나도록 표현할 수 있다.","전통 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 음악에 맞춰 문화적 특색이 드러나도록 표현할 수 있다.","전통 표현에서 움직임 기술을 응용한 간단한 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 표현할 수 있다.",,199
[6체03-05],초등 5~6학년군,체육,표현,전통 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.,"전통 표현의 기본 동작을 다양하게 구성하여 문화적 특색이 드러나게 작품을 발표하고, 작품의 전통적 의미를 명확하게 이해하며 감상할 수 있다.","전통 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 전통적 의미를 대략적으로 이해하며 감상할 수 있다.","전통 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고, 작품의 전통적 의미 일부를 대략적으로 이해하며 감상할 수 있다.",,199
[6체03-06],초등 5~6학년군,체육,표현,현대 표현에서 움직임 기술을 응용한 기본 동작을 파악하고 표현한다.,"현대 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 명확하게 파악하고, 다양한 기본 동작을 활용해 자유로움의 특성이 드러나도록 주제에 맞춰 창의적으로 표현할 수 있다.","현대 표현에서 움직임 기술을 응용한 여러 가지 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 자유로움의 특성이 드러나도록 주제에 맞춰 표현할 수 있다.","현대 표현에서 움직임 기술을 응용한 간단한 기본 동작을 대략적으로 파악하고, 일부 기본 동작을 활용해 표현할 수 있다.",,199
[6체03-07],초등 5~6학년군,체육,표현,현대 표현의 기본 동작을 다양하게 구성하여 발표하고 감상한다.,"현대 표현의 기본 동작을 다양하고 창의적으로 구성하여 작품을 발표하고, 작품의 주제를 명확하게 이해하며 감상할 수 있다.","현대 표현의 기본 동작으로 작품을 구성하여 발표하고, 작품의 주제를 대략적으로 이해하며 감상할 수 있다.","현대 표현의 일부 기본 동작으로 작품을 간략하게 구성하여 발표하고, 작품의 주제 일부를 대략적으로 이해하며 감상할 수 있다.",,200
[6체03-08],초등 5~6학년군,체육,표현,"다양한 표현 활동 유형을 수용하고, 움직임 표현의 아름다움을 추구한다.","다양한 표현 활동의 유형을 긍정적으로 수용하고, 움직임을 창의적이고 아름답게 표현하고자 하는 태도를 가지며 이를 적극적으로 실천할 수 있다.","일부 표현 활동의 유형을 긍정적으로 수용하고, 움직임을 아름답게 표현하고자 하는 태도를 가지며 이를 실천할 수 있다.","일부 표현 활동의 유형을 수용하고, 움직임을 아름답게 표현하고자 하는 태도를 가지며 이를 실천하기 위해 노력할 수 있다.",,200
[6음01-01],초등 5~6학년군,음악,연주,바른 주법과 표현 기법을 익혀 노래나 악기로 느낌을 담아 연주한다.,바른 주법과 표현 기법을 충분히 이해하여 노래나 악기로 느낌을 담아 자연스럽게 연주한다.,바른 주법과 표현 기법을 이해하여 노래나 악기로 느낌을 담아 연주한다.,바른 주법과 표현 기법을 부분적으로 이해하여 노래나 악기로 연주하려고 노력한다.,,209
